text,label
Can Northland Power Inc.'s (TSE:NPI) ROE Continue To Surpass The Industry Average?,2
John Bercow reveals Boris Johnson’s tennis trick https://t.co/tNmicgcYVJ,2
The corrected chapter is in its entirety below .,2
Gove rules out Scottish referendum,2
"$KSS - Kohl's Valuation Is Attractive, Though I Worry About Dividend Safety. Read more and get updates on any stock… https://t.co/C8fh3jkbgx",2
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,0
Aviation Capital Group Assigned ‘Baa2’ Rating by Moody’s https://t.co/kEKxNfJEgZ https://t.co/5hasUcG1ON,2
M&A Monday: Charles Schwab to buy TD Ameritrade https://t.co/MF0tOYzLjI https://t.co/bwWCGuIzCY,2
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",1
"Snap CEO Evan Spiegel Talks TikTok, Politics And Earnings",2
$MYOV here we go !!,2
L1 Long Short Fund : Net Tangible Asset Backing #L1LongShortFund #Stock #MarketScreener https://t.co/1NANQdyHCU https://t.co/4wvBuRi1pL,2
Ten U.S. refineries emitted excessive cancer-causing benzene in 2019 -report,2
Highlight: Columbia Threadneedle Investments Senior Interest Rate and Currency Analyst Ed Al-Hussainy breaks down t... https://t.co/L0Q5Rfcnxk,2
Dow breaks through 28000 - Malta Independent Online,1
"How Much Of ACS, Actividades de Construcción y Servicios, S.A. (BME:ACS) Do Insiders Own?",2
$ELTP - Elite Pharmaceuticals reports Q3 results https://t.co/fGSlNu45PD,2
"Elon Musk says Tesla has 146,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/yzgK4mbBTB",2
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",2
"""With self-driving cars, automakers can reimagine the interior cabin to provide passengers a holistically new and i… https://t.co/5KRYlJ8mTQ",2
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,1
Kylie Jenner-Coty Deal Led by Little-Known Adviser Tiger Chark,2
"Morgan Stanley Sees Lower Truck Capacity, Higher Rates In 2020",2
Norwegian Cruise stock price target cut to $48 from $55 at CFRA,0
U.S. stocks surged the most in more than a week on Monday after death tolls in some of the hardest-hit areas showed… https://t.co/DV1WcXSaWi,1
"January jobs report: Economy adds 225,000 payrolls, unemployment rate ticks up to 3.6%",1
"II-VI EPS in-line, beats on revenue",1
Is Gol Linhas Aereas Inteligentes SA  (GOL) A Good Stock To Buy?,2
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",1
Fed Chairman Jerome Powell puts lawmakers on notice that fiscal policy may need to play a bigger role countering do… https://t.co/gQ6Eee8hhs,2
"Japan Exchange : Feb. 10, 2020 OSE Deletion of Component Issues for the TSE Mothers Index ... #JapanExchange… https://t.co/9qNtBBch4v",2
Resumen: ProAmpac y nkd LIFE son reconocidos en los premios mundiales de la innovación en bebidas,2
MMG : RESIGNATION OF KEY EXECUTIVE AND RE-DESIGNATION AS NON-EXECUTIVE DIRECTOR #MMG #Stock #MarketScreener… https://t.co/PUW0H5DYwd,2
Canada's oil-sands industry may have already built its last big mine https://t.co/Uota9vYdtP,2
Why Biogen Shares Soared Today,1
Cotton futures are trading at their lowest levels since 2010 as the virus forces clothing retailers to shut stores.… https://t.co/OvWpD5EPis,0
Those Who Purchased EOG Resources (NYSE:EOG) Shares A Year Ago Have A 33% Loss To Show For It,0
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,2
Climate Fight Takes a Step Back With No Deal on Carbon Markets,2
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",0
$SPX There are still ZERO confirmed cases of novel #coronavirus in NYC.,2
Hellenic Exchanges : Transactions by National Bank of Greece (regulated information - Law ... #HellenicExchanges… https://t.co/BpeiSxTRq5,2
"$PE $PXD - Parsley willing to cut oil production 20% if deal reached, CEO says https://t.co/ovttr0X0d0",2
Newsom rejects PG&E bankruptcy plan,2
Silver Price Forecast – Silver Markets Continue Forming Support,1
Does Mimecast Limited (NASDAQ:MIME) Have A Particularly Volatile Share Price?,2
At the open (2/6/2020),2
Highlight: 'When you look at what Amazon has built... it's this infrastructure and this user base... that allows them t... https://t.co/VuiDadXgcf,2
New York Times Q4 revenue $508.4 mln vs. $502.7 mln; FactSet consensus $502 mln,1
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,2
What are you paying in your state and how does it stack up?  https://t.co/LH8QIgDXD9,2
Curators have divided their material into eight themes .,2
What to watch in the markets: Week of December 16,2
"Hedge Funds Are Souring On AMAG Pharmaceuticals, Inc. (AMAG)",0
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",1
$MLM - Martin Marietta Materials Q4 2019 Earnings Preview https://t.co/jgnzxkIdqd,2
"JUST IN: Slack shares halted for pending news.

https://t.co/jn8limUSe7",0
"Fiskars is also engaged in the global supply of marine and energy equipment solutions and services through its associated company , Wartsila Corporation .",2
Why Profits From Amazon's Cloud Business Could Be About to Soar,1
Sberbank of Russia : arranges issue of structured bonds worth RUB1 bn on commercial real e... #SberbankRossii… https://t.co/6hlc3fsrDF,2
�� Here's why one great whale offers more in the fight against climate than a forest of trees https://t.co/y0UwSQWd8u,2
Trump threatens China with higher tariffs if trade deal not made,0
"Some American homeowners are making a big retirement mistake, survey finds https://t.co/Gx8kvkRx3Q by @dsinghx https://t.co/Xhw5pLL4jG",2
New York Times sees Q1 ad revenue down about 10%,0
If You Had Bought Stoneridge (NYSE:SRI) Shares Five Years Ago You'd Have Made 159%,1
"California must sound the alarm over rising seas, an analyst says https://t.co/vExxAxSA9t",2
$HYMTF - Hyundai Motor Company: Strategy 2025 Spells Success. Continue reading: https://t.co/a46z3UvdXq #markets #stocks #investing,2
"The store is located in Poznan in a shopping center named Pestka , the company added .",2
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",1
WRAPUP 1-U.S. housing starts rise; permits highest in over 12 years,1
"Highlight: “You don’t copy Amazon, you learn the best practices,” author Ram Charan says. “It has three key element… https://t.co/f7RRODQY2R",2
Mentioned $IONS in the past. It looks nice here. Ww. https://t.co/FGBiDOzlZ2,1
"Nigeria won't seek a suspension of interest payments from its Eurobond bondholders, but will seek debt relief from… https://t.co/Bh7HUUF4kO",2
$ICPT: Intercept Pharma reports publication of positive results from Phase 3 REGENERATE https://t.co/Md0lhRJikS,1
High home prices and stronger demand have millennials pouring into smaller cities. These are the top 10 housing mar… https://t.co/iXCDQZfcb3,2
"She will succeed Krister Kylas , who has decided to leave TeliaSonera .",2
"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",2
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,2
Stock Values in Johannesburg So Low They’re Tough to Resist,2
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,2
"Fed Adds $72.8 Billion to Markets, Balance Sheet Moves to $4.07 Trillion--Update #economy #MarketScreener… https://t.co/am5nGCnG5b",2
"Also , a six-year historic analysis is provided for this market .",2
$OLLI - Ollie's higher after earnings topper https://t.co/0kWQfm6beU,1
UK film and television are jewels in the crown https://t.co/O8qQZlMteZ,2
"Obviously, I am not a communist,' @BernieSanders said, adding that Trump 'maybe doesn't know the difference."" https://t.co/kaI5i9Wflu",2
"Kohl's shares tank on earnings miss, retailer cuts fiscal 2019 earnings outlook",0
New Liberty Street Economics analysis takes a look at who is bearing the burden of high tariffs on Chinese goods. https://t.co/MQpEQXRVdu,2
Asia Petrochemical Monthly Price Watch Report 2019 - https://t.co/guyiBzPH8C https://t.co/3Me3KjxlRs https://t.co/ooQUtHwrZ2,2
"STOCKS AT THE CLOSE:
- Dow up 0.39% 
- Nasdaq up 0.16% 
- S&P up 0.21% https://t.co/ZVCOMpinC3",1
NXP Semiconductors Started Bouncing Back Already,1
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",1
Bumrungrad Hospital Public : Notification of the joint new business model #BumrungradHospitalPublic #Stock… https://t.co/QhvKqiE4Cd,2
Navios Maritime reports Q3 results,2
Consumer Insolvencies Approach Record in Debt-Weary Canada,0
"Layoffs Loom as Canadian Rail Strike Hits Chemicals, Farmers",2
Edited Transcript of CTSH earnings conference call or presentation 5-Feb-20 10:00pm GMT,2
"And a big thanks to @carlquintanilla on catching the market typo to end them all:

- Dow 654.01 points 
- Nasdaq up… https://t.co/SHXdy0pMc1",1
Caterpillar celebrates 90th NYSE anniversary,2
China's Skyscraper Boom Comes Crashing Down Amid Developer Default  https://t.co/5J9bdNR3XT,0
Funko's stock plunges 39% premarket toward near 2-yr. low after Q4 warning late Wednesday,0
$BIIB BOOM! December $310C at $11! https://t.co/TjNJQJiMfK,1
$GLBS holding for next week.,2
U.S. consumer debt rose more than forecast in October https://t.co/854qz3rA4V,1
"$HD - Despite The Recent Pullback, HD Shares Are Not Yet A Buy. Read more: https://t.co/Fyi7Zct3Hz #investing #markets #finance",0
Vertical Research expects Allison Transmission to break out,1
UPDATE – AffaMed Therapeutics Receives NMPA Approval to Initiate Phase III Clinical Trial in China with Herceptin®… https://t.co/e6GqTwFBn0,2
Surprise German Factory Order Slump Shows Worst Isn't Over,0
"$TSLA (+3.7% pre) Elon Musk Says Cybertruck Orders Have Climbed to 200,000 - BBG https://t.co/27E98n1toL",1
$PIXY Do you remember this stock? It's back to my buy zone. Loading up. https://t.co/yR2aIfPkh6,2
Global Investments : Daily Share Buy Back Notice #GlobalInvestments #Stock #MarketScreener https://t.co/f9AFWThVVF https://t.co/sjBHtwCINn,2
Compass Minerals Reports Fourth-Quarter and Full-Year Results,2
Companies Like Juggernaut Exploration (CVE:JUGR) Can Be Considered Quite Risky,0
Nuveen Michigan Quality Income Municipal Fund declares $0.0445 dividend,2
Metal Bank : Managing Director's Presentation to Shareholders #MetalBank #Stock #MarketScreener… https://t.co/xgnjVQORWf,2
"From the turkey and casseroles to the mashed potatoes, here's a helpful guide detailing the TSA-approved items you… https://t.co/nHdZIH6Zoj",2
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,1
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",2
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",1
$AMZN (+0.4% pre) Amazon files lawsuit contesting Pentagon's $10 billion cloud contract to Microsoft $MSFT - Reuter… https://t.co/Zcune2EHeD,0
Stocks That Hit 52-Week Highs On Tuesday,2
Brixmor 2020 FFO guidance comes in on the light side,0
$COMDX: Metals Settlement Prices https://t.co/klzxoYZMDh,2
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,1
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,1
Why London Has Banned Uber — Again,0
"Macy's has shrunk to the size of Beyond Meat. It's going to get worse, technician says $M $BYND (via @TradingNation) https://t.co/h86IfyLmqy",2
The Least Expensive Car Of 2019,2
World’s Biggest Hedge Fund Returns Are Found in Tiny Singapore,2
Takeaway declares $7.8 billion Just Eat takeover unconditional #ProsusNV #Stock #MarketScreener... https://t.co/pFgYopW23P,2
POLL-U.S. housing outlook improves but not breaking new ground - Nasdaq,1
"Most North Sea oil output 'in the money', but decom bill looms - Woodmac https://t.co/UwjPYh1W2z https://t.co/iEre6K0kRt",2
"Fed Inequality, China IP Crackdown, Canada Rail Strike: Eco Day",2
Few countries are as dependent on Chinese demand as Chile https://t.co/wMBtpYe73q,2
"In the second quarter of 2010 , the company 's net profit was EUR1 .7 m compared to a net loss of EUR1 .3 m in April-June 2009 .",1
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",2
Patterson-UTI Energy declares $0.04 dividend,2
$WTER - Alkaline Water misses on revenue https://t.co/FKdcGbqdNN,0
$VCEL - Vericel Corporation: A Must-Have Biotech Post-COVID-19 Sell-Off. https://t.co/bTdsjbsVjK #finance #trading #stockmarket,1
"$FLS (+3.1% pre) Flowserve (FLS) Withdraws 2020 Full Year Guidance - SI

https://t.co/mVuniyUe3Q",1
Gold bars in short supply due to coronavirus disruption https://t.co/EWyq7sdECJ,1
Stock Market Update: Apple continues to outperform,1
Australia's Fires Kill Millions of Bees,2
Magic Software Enterprises Ltd. Just Missed EPS By 9.1%: Here's What Analysts Think Will Happen Next,2
Geely's Volvo posts 18% rise in fourth-quarter profit,1
“It’s my biggest holding.” Mark Cuban says he has nearly $1 billion in Amazon stock. https://t.co/5OLyDMTAdb,1
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0
"$LEVI: Levi Strauss beats by $0.05, beats on revs https://t.co/UVVXSs6w1S",1
"The longer you wait to save, the more it will cost you in the long run. Here’s how much you need to start saving ri… https://t.co/T4581B5FO8",2
$WERN - Werner Enterprises (WERN) Presents At 2019 Stephens Nashville Investment Conference - Slideshow. Get more u… https://t.co/QIHwSaT3Wn,2
"Disney+ accounts are getting hacked, sold for $3: RPT",0
CBS will make William Hill its exclusive online sports betting and data provider https://t.co/rYAwR2Jb4f,2
#ICYMI: Press Releases: https://t.co/4czrcfGQbt Vice Chair for Supervision Quarles Testimony:… https://t.co/1ROdwkNBSU,2
PSA trade unions give the nod to merger with Fiat,2
Poland has brought home about 100 tons of gold from the Bank of England in a bid to demonstrate the strength of its… https://t.co/oVUu5Nuvtf,2
$SHOP - Shopify loses a bull https://t.co/eoq7Lchtk4,0
$VMD - Viemed Healthcare (VMD) Investor Presentation - Slideshow. Follow this and any other stock on Seeking Alpha!… https://t.co/73LaruXZgL,2
"Your first trade for Tuesday, Nov. 19",2
$RDS.A $MSBHF $RDS.A - Mitsubishi beats out Shell to buy Dutch power firm Eneco https://t.co/wEeCJwJEBE,2
$LIVE - Live Ventures reports FY results https://t.co/CnAl08FDA5,2
SBI Cuts MCLR-Based Lending Rates By 5 Basis Points Across Tenors,2
"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day .",2
Wall Street has slammed the brakes on one of 2019’s hottest stock-market funds https://t.co/lHTtGqt4hJ,0
Carpetright : Form 8.5 (EPT/RI) - Carpetright PLC #Carpetright #Stock #MarketScreener https://t.co/uLEuVewtTs https://t.co/J8n92NhB8i,2
Bristol-Myers says trial of Opdivo plus Yervoy in melanoma treatment failed to meet main goal,0
Macy's says temporary issue with e-commerce business also impacted Q3 performance,0
Mid-Morning Market Update: Markets Mixed; Adobe Earnings Beat Estimates,2
Fidelity National Financial to buy FGL Holdings in a deal valued at $2.7 bln,2
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",0
Alibaba's books close early in $13.4 billion Hong Kong listing: sources,2
Edited Transcript of DSSI.N earnings conference call or presentation 13-Nov-19 1:00pm GMT,2
"EMCOR Group, Inc. Fourth Quarter Conference Call to Be Broadcast Over the Internet",2
Gas prices could soon drop to 99 cents a gallon in parts of the Midwest https://t.co/6WHMnyNGn6,0
At the open (11/25/2019),2
Why MTY Food Group Inc.'s (TSE:MTY) High P/E Ratio Isn't Necessarily A Bad Thing,1
"St. Louis Fed Economic News Index, our #realGDP “nowcast,” projects growth in Q4 of 1.6%, up slightly from the prio… https://t.co/O04jDQI5Yt",1
"Blue collar boom? College grads, baby boomers big winners in Trump's economy",2
Ducrozet: Lagarde Has Marginally More Hawkish Tone Than Draghi,2
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",2
Oil stocks continue to show improvement. https://t.co/lufaW1tdGD,1
Putin Aide Tells Companies to Prepare for Harsh EU Carbon Tax,2
Yum Brands' stock tumbles as coronavirus and Pizza Hut's weak sales expected to hit 2020 results,0
"Known as the ""most beautiful café in the world,"" the New York Café is nothing short of spectacular. (PS -- it's not… https://t.co/laxpn15BP7",2
Dynex Capital beats on revenue,1
"A new WTO ruling is allowing for $7.5 billion in tariffs on EU goods, meaning your favorite French wine is about to… https://t.co/3YeRmxas8m",0
"The acquired business main asset is a mobile authentication and signing solution , branded as Tectia MobileID , which provides authentication to web e-mail , SSL-VPN , MS SharePoint , Tectia Secure Solutions and other applications and resources .",2
"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",2
JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.… https://t.co/jmRAgMxruU,0
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",2
We want your story. Click here for a secure link to Bloomberg reporters https://t.co/4hcRhyMlWZ https://t.co/0Uf2tgDQ7A,2
"Stock Market Update: Stocks set for lower open after strong week, jobs report tops expectations",0
Americans are flocking to these 15 cities where jobs are plentiful and salaries are rising. (via @CNBCMakeIt)… https://t.co/QyQjU9Mx2O,2
"Stora Enso 's business in North America has annual capacity of about 3 million tons and employs about 4,350 people .",2
Analysis: Popeyes Chicken Sandwich Translates To Surge In Foot Traffic,1
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,1
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",2
$TOPS The world could soon run out of space to store oil. That may plunge prices below zero https://t.co/4ZEUx6r7qj.,0
"The S&P is up 0.9% and energy is the best performing sector; XLE is up 1.8%, double the S&P.",1
France’s Le Maire Says Retirement Age Could Be Negotiable,2
"$BLMN $EAT $SBUX - Restaurants stocks break higher, analysts reel in near-term expectations https://t.co/fOjVVJdfF0",1
$TSLA - Tesla jumps to four-week high https://t.co/6PgUT4oPO3,1
Albany International Reports Fourth-Quarter 2019 Results,2
Swiss pharma company Novartis has reached a deal to purchase cholesterol drugmaker The Medicines Company for $9.7 b… https://t.co/AmTfZh6WEG,2
Neptune amends and restates processing agreement with Canopy,2
The backlash over Peloton's much-maligned holiday ad could be a good thing for the company in the long run https://t.co/VTjv9gaE5Y,2
The Fed is going all in to try and ramp up the economy. Will it be enough? Insights via @CMEGroup https://t.co/RxmrkDKQOa,2
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,1
BTIG sees 'material improvement' to Ocwen book value,1
So is 25x EBITDA the new baseline purchase multiple? Because what bubble,2
Microsoft updates terms on data privacy amid EU probe,2
JUST IN: 2 people are in custody after authorities fired shots at an intruder vehicle outside Trump's Mar-a-Lago cl... https://t.co/g6VMUioO1A,2
Stock Market Update: U.S. offers to cut existing tariffs and cancel Dec. 15 tariffs,1
IAEA International Atomic Energy Agency : Fostering the Safe and Secure Transport of Spent... #IAEA #economy… https://t.co/dBAPsbsguv,2
Top Turkish Bankers Say They Were Fired on Orders of Regulators,2
Plea In Supreme Court Against Trial Of WhatsApp Payment Service In India,2
SEBI Issues Performance Benchmarking Guidelines For Alternative Investment Funds,2
Officials at Ukraine's U.S. embassy got word that the U.S. had frozen military aid in July—but it would be weeks be… https://t.co/FefZ6ISQGo,2
Oil pared losses amid signs that Saudi Arabia and Russia are making progress toward an agreement to curb crude outp… https://t.co/d8GzSKGYQE,1
"Not a whisper, but a smash? Here's what the road to $500 a share looks for @ElonMusk's @Tesla $TSLA  https://t.co/6a249FS9S4",2
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0
Global Markets: Asian shares rise as 'phase one' trade deal fans confidence,1
Pablo Escobar's brother is selling foldable phones: https://t.co/EOFNyHaDqw,2
The financial details of the acquisition were not disclosed .,2
JEOL : Form 8.5 (EPT/RI)- Just Eat plc AMENDMENT #JEOL #Stock #MarketScreener https://t.co/EzlnPgve80 https://t.co/Ymcgw5V8l8,2
Is Imerys S.A. (EPA:NK) A Strong Dividend Stock?,2
Communications Services Up As Investors Hedge On Media Industry's Prospects -- Communications Services Roundup… https://t.co/CRrZpS1Jqt,1
RYB Education EPS misses by $0.01,0
"Workday added to Goldman's conviction list, stock gains",1
"For International Funds Considering The Aramco IPO, A Short-Term Strategy That Might Play Out",2
PulteGroup declares $0.12 dividend,2
"Jan. WTI oil up $1.25, or 2.1%, to $60.43/bbl",1
Trump Sets Up Clash in Congress With $4 Billion Cut for Warships,2
"Country : , Finland Sector : Construction-Real Estate Target : Pohjolan Design-Talo Oy Buyer : CapMan Oyj Vendor : Ruukki Group Oyj Deal size in USD : 102.6 m Type : Divestment Status : Agreed",2
"Marriott Up Over 14%, on Pace for Largest Percent Increase Since December 2008 -- Data Tal...… https://t.co/WMIRbwXDRt",1
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,1
This chart shows that the U.S.-China trade war has dominated discussions since August. https://t.co/gBlWLR2pXc https://t.co/7hJf0UA7sW,2
Baht Vies With Won for Title as Asia’s Best-Performing Currency,2
"10:09 am $SPY 260.13 2,471 STOCKS ARE up from the OPEN vs 736 that are down from the open. $IWM 111.7",1
Miners Are Facing Challenges Globally,0
Good News for Everyone - Private Equity is Set to Grow at the Stock Market's Expense,1
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,2
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",0
McDonald's is paying $26 million to settle a class action lawsuit over wage theft. It's the latest development in a… https://t.co/Aem5z1qESj,1
Teen used ‘ghost gun’ in California high school shooting https://t.co/AFzUEK7oi9,2
"“We have seen a horrifying global surge in domestic violence.""

UN Secretary-General @antonioguterres is urging gov… https://t.co/geODW5CMEL",2
"GOLD, Tuesday forecast, November 19",2
Did Thermo Fisher Scientific Inc.'s (NYSE:TMO) Recent Earnings Growth Beat The Trend?,2
How Comcast and Charter Have Used Cellphone Services to Sell Wifi,2
"Virco Manufacturing EPS beats by $0.14, misses on revenue",2
$XLF $FAS $FAZ - Banks may face legal actions over margin calls - FT https://t.co/SAACWM7yNa,0
$SPY $IWM $TNA - Small caps aim to retake some ground https://t.co/lRTT9N8kdA,2
$EDNT volume is picking up. Watch the break of $2 for a nice move to the upside.,1
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",2
$ENR - Energizer shakes off JPMorgan's bear call https://t.co/w83qnp2ni5,1
Myovant stock soars 17% premarket on news of positive late-stage trial of prostate cancer treatment,1
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",1
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",1
Alliance Trust : Net Asset Value #AllianceTrust #Stock #MarketScreener https://t.co/luL6V5KzTr https://t.co/DzrqfRpBru,2
Queen Cancels Prince Andrew's 60th Birthday For Being Besties With Dead Pedophile https://t.co/wMe2K09F3r,2
HollyFrontier sets new $1 bln share repurchase program,1
Ã‚Â Chegg Reports 2019 Financial Results and Raises 2020 Guidance,1
Edited Transcript of JKS earnings conference call or presentation 19-Nov-19 12:30pm GMT,2
Took some $SLS for tomorrow,2
California governor rejects $13.5 billion PG&E settlement,0
$ACRGF - Acreage Holdings: The Best Investment In The Cannabis Space. Subscribe to Seeking Alpha for more:… https://t.co/qmq8yM9GFa,2
Hedge Funds Have Never Been This Bullish On Bloom Energy Corporation (BE),1
"Stocks To Watch: Aster DM Health, AU Small Finance Bank, RIL, Sun Pharma",2
Calculating The Fair Value Of SP Plus Corporation (NASDAQ:SP),2
7 ‘A’-Rated Stocks to Buy Before 2020,2
Oil Bankruptcies Are Reaching Worrying Levels,0
Ryanair Is a Polluting Airline. There's No Hiding That Fact,2
Should You Be Excited About Allianz SE's (ETR:ALV) 10% Return On Equity?,2
$IESC - IES Holdings +8% post Q4 results https://t.co/wPU8BfYNv2,1
"Is Commercial Vehicle Group, Inc. (CVGI) Going to Burn These Hedge Funds?",2
Deluxe delivered record FY2019 revenue,1
$HRB - H&R Block: A Cash Machine With Strong Balance Sheet. Read more: https://t.co/bfWJHtlUkM #markets #business #investing,2
"Saudi, others resist Mexican plan to make small oil output cuts - sources #economy #MarketScreener… https://t.co/VfOSxccQM3",2
UPDATE 1-Commodity group Louis Dreyfus promotes coffee head to COO role in latest reshuffle,2
SB One Bancorp goes ex-dividend on Monday,2
Nigeria's government plans to raise as much as $6.9 billion from multilateral lenders to offset the impact of the C… https://t.co/ejfuD1G7WW,0
U.S. stock futures fall on worries over China trade talks,0
Majority of U.S. firms in China see revenue hit from coronavirus: AmCham survey,0
$MRLN - Marlin Business Services Corp. (MRLN) CEO Jeff Hilzinger on Q4 2019 Results - Earnings Call Transcript.... https://t.co/FKhxTotwyn,2
"Model N upgraded to overweight from neutral at JPMorgan, price target raised to $36 from $30",1
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",0
Here's Why We Think Aecon Group (TSE:ARE) Is Well Worth Watching,2
RPT-South Africa blocks arms sales to Saudi and UAE in inspection row,2
Credit Suisse shares slump after Thiam's resignation,0
"Don’t eat romaine grown in Salinas, California, U.S. health officials say (via AP) https://t.co/uyM2QxYv30",2
Papa John’s founder John Schnatter has filed a lawsuit against an advertising firm and its parent company related t… https://t.co/YSuMfyA7cM,0
Anthem stock price target raised to $330 from $300 at SunTrust RH,1
"-Asian stocks see modest gains
-Treasury yields dip
-U.S. dollar holds an overnight decline
-Oil slips after OPEC f… https://t.co/gZWtn7mjQK",2
$JOUT - Johnson Outdoors Inc. (JOUT) CEO Helen Johnson-Leipold on Q4 2019 Results - Earnings Call Transcript. Follo… https://t.co/zO645AeLXI,2
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",2
"$STNE gaps up 20.49% on almost 6x average volume, breaking above 39.45/38.37 handle pivots and through 40.50 second… https://t.co/XRSAgGVE7y",1
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",1
Added $POAI for after-hours.... thats great news !!! Can easily run to +$2,1
"As vegan burgers get more popular, the beef industry is battling to clean up its image as a greenhouse-gas-emitting… https://t.co/WS1r4JQM1b",2
"Transurban : 1st Half Profit Up 46%, Increased Traffic Drives Toll Revenue Rise #Transurban #Stock #MarketScreener… https://t.co/246Nl7a9j3",1
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",1
"Angela Merkel's government announces a new ""limitless"" aid program for small companies as part of an effort to supp… https://t.co/pOUgvxI83v",2
Exxon Mobil : Found Not Guilty of Fraud in Climate-Change Accounting Case #ExxonMobil #Stock #MarketScreener… https://t.co/BAAL3ZX7Af,1
A former car salesman advises that you never say this 1 thing when negotiating a deal. (via @CNBCMakeIt) https://t.co/Z8bAUPhyUd,2
"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn .",2
LIVE NOW: Press conference with #FOMC Chair Powell: https://t.co/sh1FXgYlwr and https://t.co/FJa6TbkDMt,2
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",0
